Center, E[Ts]_Diff, E[Ts]_CI, E[Ts]_Within, E[Tq]_Diff, E[Tq]_CI, E[Tq]_Within, E[s]_Diff, E[s]_CI, E[s]_Within, E[Ns]_Diff, E[Ns]_CI, E[Ns]_Within, E[Nq]_Diff, E[Nq]_CI, E[Nq]_Within, ρ_Diff, ρ_CI, ρ_Within, λ_Diff, λ_CI, λ_Within
0,0.1595711365978545,0.18748499265325036,true,0.026158264569450196,0.036911140070085974,true,0.13341287202840846,0.15291417986559563,true,0.2711554774545597,0.3571726878081727,true,0.031685311205975855,0.044858929990183996,true,0.007256671704502726,0.009640538863057034,true,0.0040199999999999125,0.007560092290883367,true
1,0.11904811862413567,0.5023583681007583,true,0.0403212590795583,0.4742057349277301,true,0.15936937770372595,0.14614174503788832,false,0.012085384860348825,0.3017334474702703,true,0.019457556433614798,0.19541957959298614,true,6.701974157525825E-4,0.01121321620246006,true,0.0027800000000000047,0.007393063890018941,true
2,0.35181278487223366,1.8041172075493952,true,0.32895040726087577,1.503359839148793,true,0.022862377611335916,0.3551760948742673,true,0.09601463856972714,0.6466723027339376,true,0.12529990595813467,0.5875219371059078,true,0.0026622970353105124,0.011371719402295689,true,0.0019000000000000128,0.004392578342796233,true
