SimulationType,Batch,E[Ts]_cum,E[Tq]_cum,E[S]_cum,E[N]_cum,E[Nq]_cum,rho_cum,lambda_cum
INFINITE,54,20.043960,0.029644,20.014316,4.774549,0.007260,0.433390,0.238218
INFINITE,55,20.029696,0.029105,20.000591,4.769038,0.007128,0.432901,0.238108
INFINITE,56,19.993412,0.028585,19.964827,4.755725,0.007001,0.431702,0.237848
INFINITE,57,19.997505,0.028084,19.969421,4.756260,0.006878,0.431762,0.237826
INFINITE,58,19.962938,0.027600,19.935338,4.749988,0.006760,0.431203,0.237935
INFINITE,59,19.951382,0.027132,19.924250,4.748750,0.006645,0.431100,0.238014
INFINITE,60,19.945686,0.026947,19.918739,4.748890,0.006599,0.431117,0.238090
INFINITE,61,19.933284,0.027483,19.905800,4.744315,0.006719,0.430691,0.238005
INFINITE,62,19.949683,0.027176,19.922507,4.746749,0.006642,0.430919,0.237935
INFINITE,63,19.932546,0.026794,19.905753,4.742099,0.006548,0.430505,0.237905
INFINITE,64,19.928909,0.026661,19.902248,4.738252,0.006511,0.430158,0.237754
INFINITE,65,19.904019,0.026251,19.877769,4.736980,0.006411,0.430052,0.238007
INFINITE,66,19.919529,0.028598,19.890932,4.739521,0.006957,0.430233,0.237952
INFINITE,67,19.917001,0.028171,19.888830,4.738410,0.006853,0.430142,0.237926
INFINITE,68,19.929188,0.028293,19.900895,4.741487,0.006881,0.430419,0.237934
INFINITE,69,19.921950,0.028057,19.893892,4.738242,0.006821,0.430129,0.237856
INFINITE,70,19.914581,0.027656,19.886925,4.739524,0.006724,0.430255,0.238012
INFINITE,71,19.919268,0.027286,19.891982,4.739282,0.006634,0.430241,0.237945
INFINITE,72,19.928657,0.027059,19.901598,4.743938,0.006579,0.430669,0.238062
INFINITE,73,19.912705,0.026688,19.886016,4.740302,0.006489,0.430347,0.238070
INFINITE,74,19.903438,0.027845,19.875593,4.741497,0.006782,0.430429,0.238247
INFINITE,75,19.879941,0.027473,19.852467,4.735698,0.006692,0.429910,0.238236
INFINITE,76,19.889024,0.027432,19.861592,4.736634,0.006678,0.429996,0.238176
INFINITE,77,19.894134,0.027192,19.866941,4.738835,0.006620,0.430201,0.238224
INFINITE,78,19.865761,0.026881,19.838880,4.733208,0.006544,0.429697,0.238288
INFINITE,79,19.888055,0.029668,19.858387,4.744554,0.007275,0.430662,0.238566
INFINITE,80,19.893788,0.030370,19.863418,4.745432,0.007438,0.430727,0.238542
INFINITE,81,19.902417,0.030783,19.871633,4.750741,0.007545,0.431200,0.238700
INFINITE,82,19.884075,0.030408,19.853667,4.743764,0.007453,0.430574,0.238559
INFINITE,83,19.880549,0.030109,19.850440,4.742062,0.007379,0.430426,0.238515
INFINITE,84,19.876334,0.029751,19.846583,4.739362,0.007291,0.430188,0.238428
INFINITE,85,19.894721,0.029401,19.865321,4.742901,0.007205,0.430518,0.238389
INFINITE,86,19.894225,0.029320,19.864906,4.744474,0.007185,0.430663,0.238474
INFINITE,87,19.924041,0.029399,19.894641,4.755661,0.007209,0.431677,0.238656
INFINITE,88,19.899405,0.029065,19.870340,4.746581,0.007127,0.430859,0.238476
INFINITE,89,19.913512,0.028786,19.884726,4.748247,0.007058,0.431017,0.238396
INFINITE,90,19.909579,0.028769,19.880810,4.746397,0.007050,0.430850,0.238350
INFINITE,91,19.908486,0.028488,19.879998,4.748413,0.006981,0.431039,0.238466
INFINITE,92,19.927107,0.028640,19.898466,4.752618,0.007015,0.431418,0.238455
INFINITE,93,19.926864,0.028332,19.898531,4.752072,0.006940,0.431376,0.238431
INFINITE,94,19.939689,0.028059,19.911631,4.749759,0.006872,0.431172,0.238177
INFINITE,95,19.939074,0.031577,19.907497,4.753712,0.007783,0.431448,0.238384
INFINITE,96,19.949851,0.031377,19.918473,4.756349,0.007733,0.431692,0.238387
INFINITE,97,19.954412,0.031054,19.923358,4.755821,0.007653,0.431652,0.238308
INFINITE,98,19.960885,0.030821,19.930064,4.758179,0.007595,0.431871,0.238348
INFINITE,99,19.964868,0.031020,19.933848,4.757476,0.007636,0.431804,0.238267
INFINITE,100,19.961689,0.030710,19.930980,4.754313,0.007560,0.431523,0.238145
INFINITE,101,19.969968,0.030415,19.939553,4.757289,0.007487,0.431800,0.238194
INFINITE,102,19.974804,0.030183,19.944621,4.757178,0.007429,0.431795,0.238132
INFINITE,103,20.002063,0.030339,19.971724,4.766466,0.007469,0.432636,0.238255
INFINITE,104,20.012595,0.032164,19.980431,4.770541,0.007918,0.432966,0.238330
INFINITE,105,20.010543,0.031919,19.978624,4.767957,0.007857,0.432736,0.238225
INFINITE,106,20.013385,0.031618,19.981767,4.766797,0.007783,0.432638,0.238135
INFINITE,107,20.006093,0.031322,19.974771,4.765195,0.007710,0.432499,0.238142
INFINITE,108,20.007107,0.031186,19.975921,4.762564,0.007673,0.432263,0.238000
INFINITE,109,20.013459,0.031683,19.981775,4.763338,0.007786,0.432323,0.237964
INFINITE,110,20.016597,0.031416,19.985181,4.763240,0.007720,0.432320,0.237923
INFINITE,111,20.017326,0.031517,19.985809,4.761464,0.007738,0.432157,0.237827
INFINITE,112,20.033206,0.032009,20.001198,4.769438,0.007869,0.432870,0.238020
INFINITE,113,20.035200,0.031725,20.003474,4.768340,0.007799,0.432776,0.237942
INFINITE,114,20.037179,0.031447,20.005732,4.766497,0.007731,0.432615,0.237829
INFINITE,115,20.035329,0.031226,20.004103,4.767863,0.007677,0.432744,0.237920
INFINITE,116,20.025444,0.030957,19.994487,4.767954,0.007611,0.432759,0.238050
INFINITE,117,20.025674,0.030692,19.994982,4.765277,0.007546,0.432521,0.237914
INFINITE,118,20.033263,0.032576,20.000687,4.770947,0.008039,0.432992,0.238099
INFINITE,119,20.030109,0.032385,19.997724,4.769531,0.007990,0.432867,0.238066
INFINITE,120,20.035832,0.032115,20.003717,4.769701,0.007924,0.432889,0.238009
INFINITE,121,20.037384,0.031894,20.005490,4.772721,0.007870,0.433168,0.238140
INFINITE,122,20.044337,0.031874,20.012463,4.773553,0.007861,0.433245,0.238101
INFINITE,123,20.051085,0.031615,20.019470,4.774186,0.007797,0.433308,0.238055
INFINITE,124,20.044201,0.031360,20.012841,4.773272,0.007735,0.433231,0.238093
INFINITE,125,20.047545,0.031161,20.016384,4.776686,0.007686,0.433545,0.238221
INFINITE,126,20.053029,0.030914,20.022115,4.775995,0.007625,0.433488,0.238125
INFINITE,127,20.055564,0.031520,20.024043,4.773937,0.007753,0.433289,0.237995
INFINITE,128,20.048814,0.031310,20.017504,4.771387,0.007701,0.433062,0.237946
