SimulationType,Batch,E[Ts]_cum,E[Tq]_cum,E[S]_cum,E[N]_cum,E[Nq]_cum,rho_cum,lambda_cum
INFINITE,108,25.067999,2.027913,23.040086,18.841663,1.524214,0.824640,0.751675
INFINITE,109,25.070864,2.026762,23.044101,18.846039,1.523516,0.824882,0.751762
INFINITE,110,25.071278,2.026903,23.044376,18.853988,1.524243,0.825226,0.752065
INFINITE,111,25.071834,2.027106,23.044727,18.850308,1.524062,0.825059,0.751902
INFINITE,112,25.071833,2.027170,23.044664,18.856373,1.524602,0.825322,0.752143
INFINITE,113,25.074905,2.027052,23.047854,18.856508,1.524341,0.825341,0.752057
INFINITE,114,25.070608,2.026798,23.043810,18.857020,1.524455,0.825360,0.752209
INFINITE,115,25.071395,2.026630,23.044765,18.857841,1.524346,0.825404,0.752218
INFINITE,116,25.075355,2.026454,23.048901,18.857602,1.523961,0.825411,0.752091
INFINITE,117,25.075276,2.027193,23.048083,18.855831,1.524373,0.825308,0.752023
INFINITE,118,25.071580,2.026356,23.045224,18.858337,1.524157,0.825437,0.752237
INFINITE,119,25.071336,2.026444,23.044892,18.860464,1.524412,0.825526,0.752328
INFINITE,120,25.074319,2.026634,23.047684,18.868957,1.525059,0.825900,0.752574
INFINITE,121,25.074028,2.026479,23.047548,18.868291,1.524907,0.825875,0.752555
INFINITE,122,25.074407,2.027121,23.047286,18.868182,1.525356,0.825849,0.752539
INFINITE,123,25.082117,2.027242,23.054874,18.869502,1.525096,0.825924,0.752367
INFINITE,124,25.083047,2.026884,23.056163,18.864450,1.524374,0.825718,0.752138
INFINITE,125,25.084244,2.026567,23.057677,18.870031,1.524505,0.825977,0.752323
INFINITE,126,25.086375,2.026691,23.059684,18.869754,1.524446,0.825967,0.752248
INFINITE,127,25.090036,2.026830,23.063206,18.875212,1.524767,0.826212,0.752354
INFINITE,128,25.088786,2.026307,23.062479,18.870143,1.524050,0.826004,0.752188
