SimulationType,Batch,E[Ts]_cum,E[Tq]_cum,E[S]_cum,E[N]_cum,E[Nq]_cum,rho_cum,lambda_cum
INFINITE,34,20.956499,0.158519,20.797980,6.131711,0.047566,0.553104,0.292501
INFINITE,35,20.941557,0.156714,20.784843,6.117280,0.046958,0.551848,0.292011
INFINITE,36,20.920485,0.157562,20.762923,6.107889,0.047142,0.550977,0.291854
INFINITE,37,20.868103,0.154149,20.713954,6.097399,0.046123,0.550116,0.292110
INFINITE,38,20.870969,0.150824,20.720145,6.081956,0.045101,0.548805,0.291335
INFINITE,39,20.892572,0.159030,20.733542,6.086441,0.047424,0.549002,0.291254
INFINITE,40,20.899291,0.155408,20.743883,6.081996,0.046337,0.548696,0.290953
INFINITE,41,20.854249,0.151617,20.702632,6.059082,0.045207,0.546716,0.290440
INFINITE,42,20.840607,0.151083,20.689524,6.052178,0.045005,0.546107,0.290297
INFINITE,43,20.791466,0.148407,20.643059,6.040884,0.044208,0.545152,0.290459
INFINITE,44,20.803082,0.146281,20.656801,6.037885,0.043549,0.544940,0.290162
INFINITE,45,20.800047,0.143473,20.656575,6.025459,0.042698,0.543887,0.289605
INFINITE,46,20.796158,0.144797,20.651361,6.011259,0.042928,0.542576,0.288972
INFINITE,47,20.754944,0.141815,20.613129,6.001618,0.042043,0.541780,0.289095
INFINITE,48,20.723016,0.139009,20.584006,5.994466,0.041211,0.541205,0.289204
INFINITE,49,20.749561,0.142971,20.606590,6.002299,0.042339,0.541815,0.289213
INFINITE,50,20.728948,0.149438,20.579510,6.005687,0.044412,0.541934,0.289688
INFINITE,51,20.725120,0.149152,20.575967,6.009627,0.044340,0.542299,0.289935
INFINITE,52,20.708696,0.146487,20.562209,6.003530,0.043545,0.541817,0.289868
INFINITE,53,20.688153,0.143897,20.544257,5.996588,0.042774,0.541256,0.289819
INFINITE,54,20.691657,0.141759,20.549898,5.997594,0.042134,0.541405,0.289819
INFINITE,55,20.693883,0.141999,20.551885,5.993043,0.042146,0.540991,0.289570
INFINITE,56,20.704593,0.141435,20.563158,5.994681,0.041957,0.541157,0.289502
INFINITE,57,20.696594,0.139600,20.556994,5.990519,0.041405,0.540829,0.289411
INFINITE,58,20.724577,0.140686,20.583891,5.993380,0.041654,0.541066,0.289177
INFINITE,59,20.746517,0.140444,20.606073,6.005371,0.041600,0.542161,0.289434
INFINITE,60,20.742180,0.141166,20.601014,6.008875,0.041836,0.542458,0.289666
INFINITE,61,20.743474,0.139248,20.604226,6.005693,0.041261,0.542221,0.289496
INFINITE,62,20.727855,0.137272,20.590582,6.002541,0.040675,0.541988,0.289566
INFINITE,63,20.736702,0.136681,20.600021,6.004378,0.040486,0.542172,0.289532
INFINITE,64,20.752306,0.136920,20.615385,6.010850,0.040554,0.542754,0.289622
INFINITE,65,20.756579,0.135514,20.621066,6.008431,0.040125,0.542573,0.289449
INFINITE,66,20.773967,0.135120,20.638847,6.013586,0.039998,0.543053,0.289455
INFINITE,67,20.776160,0.135123,20.641037,6.012493,0.039975,0.542956,0.289372
INFINITE,68,20.791849,0.136748,20.655101,6.017544,0.040438,0.543373,0.289396
INFINITE,69,20.803254,0.135460,20.667793,6.024982,0.040062,0.544084,0.289588
INFINITE,70,20.795994,0.137109,20.658885,6.024613,0.040549,0.544006,0.289674
INFINITE,71,20.806605,0.140498,20.666107,6.039614,0.041728,0.545262,0.290228
INFINITE,72,20.789626,0.139316,20.650310,6.040034,0.041387,0.545331,0.290502
INFINITE,73,20.783539,0.137783,20.645756,6.044389,0.040938,0.545768,0.290803
INFINITE,74,20.762687,0.136142,20.626545,6.037096,0.040448,0.545150,0.290739
INFINITE,75,20.762163,0.134941,20.627222,6.035816,0.040084,0.545067,0.290685
INFINITE,76,20.786084,0.140962,20.645122,6.040676,0.041769,0.545355,0.290593
INFINITE,77,20.810519,0.140752,20.669767,6.044745,0.041681,0.545733,0.290459
INFINITE,78,20.810339,0.139318,20.671021,6.041204,0.041249,0.545451,0.290292
INFINITE,79,20.802378,0.138092,20.664286,6.037291,0.040879,0.545128,0.290213
INFINITE,80,20.796373,0.137861,20.658511,6.034217,0.040795,0.544857,0.290147
INFINITE,81,20.811201,0.136278,20.674923,6.030912,0.040322,0.544599,0.289801
INFINITE,82,20.803602,0.134616,20.668986,6.024792,0.039830,0.544087,0.289607
INFINITE,83,20.801714,0.133751,20.667963,6.021168,0.039560,0.543783,0.289458
INFINITE,84,20.803838,0.134326,20.669512,6.020368,0.039704,0.543697,0.289391
INFINITE,85,20.788428,0.132935,20.655493,6.014611,0.039291,0.543211,0.289324
INFINITE,86,20.790693,0.131804,20.658889,6.013615,0.038951,0.543151,0.289245
INFINITE,87,20.802182,0.134107,20.668075,6.017204,0.039612,0.543417,0.289258
INFINITE,88,20.826696,0.144204,20.682492,6.029922,0.042774,0.544286,0.289503
INFINITE,89,20.827338,0.143220,20.684118,6.035316,0.042492,0.544802,0.289752
INFINITE,90,20.827777,0.142049,20.685728,6.032230,0.042135,0.544554,0.289599
INFINITE,91,20.816451,0.140494,20.675957,6.024400,0.041674,0.543884,0.289369
INFINITE,92,20.828912,0.139180,20.689732,6.024600,0.041280,0.543938,0.289214
INFINITE,93,20.828543,0.138274,20.690269,6.021860,0.041000,0.543715,0.289088
INFINITE,94,20.847372,0.141268,20.706104,6.027690,0.041862,0.544166,0.289105
INFINITE,95,20.856131,0.145466,20.710666,6.031903,0.043106,0.544436,0.289183
INFINITE,96,20.846610,0.144703,20.701908,6.029100,0.042875,0.544202,0.289181
INFINITE,97,20.851407,0.143470,20.707938,6.027153,0.042504,0.544059,0.289025
INFINITE,98,20.849750,0.142598,20.707151,6.026008,0.042239,0.543979,0.288993
INFINITE,99,20.853115,0.142750,20.710365,6.027604,0.042278,0.544121,0.289023
INFINITE,100,20.863277,0.142109,20.721168,6.028611,0.042075,0.544231,0.288935
INFINITE,101,20.867721,0.142938,20.724783,6.030439,0.042310,0.544375,0.288961
INFINITE,102,20.840888,0.141765,20.699123,6.023214,0.041962,0.543750,0.288990
INFINITE,103,20.847915,0.141695,20.706219,6.028137,0.041951,0.544199,0.289124
INFINITE,104,20.830765,0.140533,20.690232,6.023430,0.041605,0.543802,0.289138
INFINITE,105,20.825116,0.139490,20.685626,6.024260,0.041298,0.543906,0.289260
INFINITE,106,20.836838,0.141756,20.695082,6.028526,0.041960,0.544233,0.289300
INFINITE,107,20.844744,0.140777,20.703967,6.025493,0.041659,0.543985,0.289054
INFINITE,108,20.849383,0.140611,20.708772,6.029256,0.041616,0.544331,0.289168
INFINITE,109,20.852115,0.140355,20.711760,6.032492,0.041546,0.544631,0.289284
INFINITE,110,20.855803,0.139929,20.715873,6.033734,0.041415,0.544756,0.289292
INFINITE,111,20.857708,0.138856,20.718852,6.031845,0.041094,0.544614,0.289176
INFINITE,112,20.861680,0.137861,20.723819,6.031436,0.040796,0.544604,0.289103
INFINITE,113,20.868927,0.137134,20.731793,6.035518,0.040582,0.544994,0.289195
INFINITE,114,20.884984,0.138087,20.746897,6.038982,0.040837,0.545286,0.289143
INFINITE,115,20.870788,0.136908,20.733880,6.030561,0.040488,0.544552,0.288919
INFINITE,116,20.873677,0.138833,20.734844,6.034308,0.041086,0.544838,0.289057
INFINITE,117,20.883740,0.140760,20.742980,6.040523,0.041689,0.545349,0.289207
INFINITE,118,20.884310,0.141125,20.743185,6.042007,0.041798,0.545474,0.289270
INFINITE,119,20.895309,0.141394,20.753915,6.045278,0.041868,0.545764,0.289275
INFINITE,120,20.894677,0.140218,20.754459,6.041330,0.041520,0.545437,0.289094
INFINITE,121,20.890934,0.139216,20.751719,6.039113,0.041221,0.545263,0.289039
INFINITE,122,20.884781,0.138450,20.746331,6.036156,0.040989,0.545015,0.288981
INFINITE,123,20.886620,0.138342,20.748278,6.035799,0.040945,0.544987,0.288939
INFINITE,124,20.881527,0.138297,20.743230,6.035245,0.040930,0.544938,0.288985
INFINITE,125,20.860045,0.137200,20.722845,6.027148,0.040605,0.544231,0.288881
INFINITE,126,20.860980,0.138655,20.722325,6.027913,0.041025,0.544263,0.288905
INFINITE,127,20.866892,0.138715,20.728177,6.028370,0.041027,0.544304,0.288848
INFINITE,128,20.865856,0.137802,20.728054,6.024527,0.040752,0.543980,0.288677
