SimulationType,Batch,ETs,ETq,ES,EN,ENq,rho,lambda
INFINITE,38,21.584394,1.602697,19.981697,8.638781,0.647376,0.726491,0.399933
INFINITE,39,21.553720,1.574023,19.979697,8.616430,0.635508,0.725538,0.399447
INFINITE,40,21.726298,1.698811,20.027487,8.673692,0.682531,0.726469,0.399042
INFINITE,41,21.720340,1.703117,20.017222,8.680440,0.684942,0.726863,0.399472
INFINITE,42,21.671338,1.677985,19.993354,8.661508,0.674817,0.726063,0.399509
INFINITE,43,21.650511,1.658987,19.991524,8.649579,0.666978,0.725691,0.399339
INFINITE,44,21.685639,1.685970,19.999669,8.658703,0.677060,0.725604,0.399131
INFINITE,45,21.644656,1.662205,19.982451,8.639639,0.667401,0.724749,0.398999
INFINITE,46,21.622388,1.642395,19.979993,8.634237,0.659535,0.724973,0.399171
INFINITE,47,21.630674,1.649831,19.980843,8.638253,0.662490,0.725069,0.399207
INFINITE,48,21.601881,1.637771,19.964109,8.631341,0.657841,0.724864,0.399436
INFINITE,49,21.570207,1.618668,19.951539,8.621717,0.650243,0.724679,0.399590
INFINITE,50,21.547099,1.602364,19.944736,8.608054,0.643487,0.724051,0.399375
INFINITE,51,21.539589,1.595739,19.943850,8.612742,0.641235,0.724682,0.399741
INFINITE,52,21.527678,1.585322,19.942356,8.612325,0.637227,0.725009,0.399951
INFINITE,53,21.547899,1.588278,19.959621,8.617663,0.638141,0.725411,0.399831
INFINITE,54,21.513311,1.576797,19.936514,8.608688,0.633734,0.724996,0.400080
INFINITE,55,21.535502,1.587856,19.947646,8.623791,0.638707,0.725917,0.400355
INFINITE,56,21.518843,1.586917,19.931925,8.617884,0.638337,0.725413,0.400394
INFINITE,57,21.527755,1.584721,19.943034,8.615218,0.636995,0.725293,0.400112
INFINITE,58,21.506032,1.565003,19.941029,8.604428,0.629010,0.725038,0.400010
INFINITE,59,21.533853,1.585200,19.948653,8.616372,0.637139,0.725385,0.400047
INFINITE,60,21.530938,1.575766,19.955172,8.608358,0.632990,0.725033,0.399728
INFINITE,61,21.509864,1.564472,19.945391,8.602533,0.628539,0.724908,0.399857
INFINITE,62,21.517951,1.558906,19.959045,8.601956,0.626056,0.725082,0.399685
INFINITE,63,21.520267,1.559755,19.960512,8.600743,0.626191,0.724959,0.399588
INFINITE,64,21.522069,1.560065,19.962005,8.602003,0.626310,0.725063,0.399614
INFINITE,65,21.514039,1.557411,19.956628,8.599360,0.625244,0.724920,0.399642
INFINITE,66,21.504318,1.555123,19.949195,8.596514,0.624358,0.724741,0.399693
INFINITE,67,21.533916,1.557889,19.976026,8.601193,0.624894,0.725118,0.399389
INFINITE,68,21.550083,1.564515,19.985568,8.606765,0.627423,0.725395,0.399351
INFINITE,69,21.536709,1.561079,19.975630,8.606250,0.626324,0.725448,0.399585
INFINITE,70,21.570096,1.586604,19.983491,8.622382,0.636879,0.725955,0.399702
INFINITE,71,21.540336,1.575714,19.964622,8.614321,0.632649,0.725607,0.399900
INFINITE,72,21.543188,1.585680,19.957507,8.620264,0.637106,0.725742,0.400121
INFINITE,73,21.534791,1.578619,19.956172,8.619348,0.634370,0.725907,0.400238
INFINITE,74,21.541339,1.576839,19.964500,8.625403,0.633849,0.726505,0.400394
INFINITE,75,21.535388,1.570124,19.965264,8.625451,0.631251,0.726745,0.400510
INFINITE,76,21.537663,1.574890,19.962773,8.626447,0.633137,0.726665,0.400514
INFINITE,77,21.538786,1.571446,19.967340,8.625497,0.631642,0.726714,0.400449
INFINITE,78,21.574784,1.599421,19.975363,8.639221,0.642708,0.726956,0.400421
INFINITE,79,21.562125,1.591098,19.971028,8.635201,0.639395,0.726891,0.400472
INFINITE,80,21.569323,1.589928,19.979395,8.636670,0.638803,0.727079,0.400408
INFINITE,81,21.583256,1.600153,19.983103,8.645722,0.643241,0.727498,0.400561
INFINITE,82,21.582032,1.600967,19.981066,8.645377,0.643550,0.727439,0.400568
INFINITE,83,21.584899,1.590668,19.994231,8.640614,0.639196,0.727402,0.400298
INFINITE,84,21.557766,1.576242,19.981524,8.622695,0.633253,0.726313,0.399932
INFINITE,85,21.556730,1.573936,19.982794,8.624613,0.632448,0.726560,0.400041
INFINITE,86,21.559263,1.578218,19.981045,8.629579,0.634482,0.726827,0.400223
INFINITE,87,21.601678,1.593523,20.008154,8.648401,0.640789,0.727965,0.400297
INFINITE,88,21.614976,1.598412,20.016564,8.653242,0.642672,0.728234,0.400277
INFINITE,89,21.613583,1.598807,20.014776,8.651557,0.642713,0.728077,0.400225
INFINITE,90,21.599084,1.586310,20.012774,8.637254,0.637482,0.727252,0.399807
INFINITE,91,21.609136,1.596905,20.012231,8.642096,0.641777,0.727302,0.399844
INFINITE,92,21.599844,1.596984,20.002860,8.638705,0.641800,0.726991,0.399861
INFINITE,93,21.587285,1.585876,20.001409,8.631395,0.637261,0.726739,0.399750
INFINITE,94,21.608900,1.596567,20.012334,8.640171,0.641516,0.727150,0.399756
INFINITE,95,21.592229,1.586201,20.006028,8.632898,0.637320,0.726871,0.399727
INFINITE,96,21.590277,1.581866,20.008411,8.629518,0.635412,0.726737,0.399606
INFINITE,97,21.596370,1.588834,20.007537,8.632728,0.638244,0.726771,0.399642
INFINITE,98,21.633157,1.611733,20.021424,8.647898,0.647436,0.727315,0.399662
INFINITE,99,21.642149,1.610060,20.032090,8.652448,0.646797,0.727786,0.399705
INFINITE,100,21.647086,1.608353,20.038733,8.654050,0.646059,0.727999,0.399689
INFINITE,101,21.679948,1.636195,20.043753,8.671754,0.657968,0.728526,0.399873
INFINITE,102,21.689701,1.642127,20.047573,8.673712,0.660114,0.728509,0.399788
INFINITE,103,21.686635,1.641508,20.045127,8.670438,0.659682,0.728251,0.399694
INFINITE,104,21.680511,1.634043,20.046468,8.666051,0.656585,0.728133,0.399603
INFINITE,105,21.704636,1.654914,20.049723,8.680392,0.665637,0.728614,0.399798
INFINITE,106,21.688520,1.645113,20.043407,8.672293,0.661631,0.728242,0.399716
INFINITE,107,21.687802,1.644081,20.043721,8.672530,0.661220,0.728301,0.399742
INFINITE,108,21.675316,1.635995,20.039321,8.667429,0.657947,0.728135,0.399738
INFINITE,109,21.671193,1.637587,20.033605,8.665975,0.658566,0.727946,0.399748
INFINITE,110,21.669183,1.632718,20.036465,8.663263,0.656487,0.727889,0.399661
INFINITE,111,21.694965,1.653392,20.041573,8.671721,0.664423,0.727936,0.399586
INFINITE,112,21.702115,1.653381,20.048734,8.671995,0.664197,0.727982,0.399473
INFINITE,113,21.694066,1.648667,20.045399,8.668344,0.662258,0.727826,0.399453
INFINITE,114,21.682698,1.642148,20.040550,8.664624,0.659659,0.727724,0.399494
INFINITE,115,21.685119,1.646313,20.038806,8.670109,0.661730,0.728034,0.399701
INFINITE,116,21.681680,1.650491,20.031190,8.669981,0.663495,0.727862,0.399760
INFINITE,117,21.690203,1.656084,20.034118,8.671281,0.665488,0.727799,0.399668
INFINITE,118,21.681869,1.650133,20.031736,8.668844,0.663121,0.727793,0.399713
INFINITE,119,21.676042,1.645639,20.030403,8.667656,0.661357,0.727845,0.399768
INFINITE,120,21.694583,1.654752,20.039830,8.676779,0.665169,0.728328,0.399840
INFINITE,121,21.702516,1.664169,20.038347,8.679688,0.668875,0.728256,0.399830
INFINITE,122,21.694175,1.657793,20.036382,8.670354,0.666041,0.727665,0.399540
INFINITE,123,21.686984,1.653894,20.033090,8.668979,0.664539,0.727676,0.399614
INFINITE,124,21.688327,1.651828,20.036499,8.670258,0.663733,0.727866,0.399648
INFINITE,125,21.690301,1.652484,20.037817,8.674366,0.664231,0.728194,0.399801
INFINITE,126,21.676775,1.645418,20.031356,8.669525,0.661400,0.728011,0.399830
INFINITE,127,21.717143,1.678138,20.039005,8.690445,0.675493,0.728632,0.400009
INFINITE,128,21.704035,1.669472,20.034563,8.686998,0.672046,0.728632,0.400100
